row_number,year,unc_status,comp_major,primary_major,prereqs,prior_exp,AP_Principles,AP_A,other_comp,prior_time,languages,residency,on_campus,international,section,lesson_time,sync_perf,all_sync,own_notes,own_examples,oh_visits,ls_effective,lsqs_effective,programming_effective,qz_effective,oh_effective,tutoring_effective,kaki_effective,pace,difficulty,understanding,interested,valuable,grade,would_recommend
372,24,Returning UNC Student,Yes - BS,Computer Science,"MATH 129P, MATH 130, MATH 231, MATH 232, MATH 233, MATH 381, STOR 151, STOR 155",2-6 months,No,Yes,UNC,1 month or so,"Python, Java / C#",Out-of-state,No,I am living Internationally,Section 2 - 5:00pm - Async,7,4,4,7,5,3,7,7,7,7,7,7,7,7,4,4,6,6,A,7
373,24,Returning UNC Student,No,Statistics,"MATH 129P, MATH 231, STOR 151, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,5,4,4,5,3,2,7,6,6,6,7,6,7,5,5,4,6,7,B,5
374,23,Returning UNC Student,No,Information Science,"MATH 130, MATH 231, STOR 113, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,Out-of-state,Yes,I am living in the United States,Section 2 - 5:00pm - Async,2,2,1,6,5,3,6,6,6,4,5,5,6,5,5,3,6,6,B,6
375,22,Returning UNC Student,No,Economics,"MATH 231, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,6,5,6,5,4,0,5,5,6,3,,,,6,7,3,5,5,B,5
376,23,Incoming Transfer Student,Yes - Minor,Economics,"MATH 129P, MATH 152, MATH 231",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,5,1,1,7,5,1,7,7,7,7,7,4,6,5,4,6,7,7,A,7
377,24,Incoming First-year Student,Yes - Minor,Neuroscience,"MATH 231, MATH 232",1-2 years,No,Yes,High school course (IB or other),None to less than one month!,"Python, Java / C#",Out-of-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,6,5,5,7,4,0,7,7,7,6,,,5,4,2,7,6,5,A,6
379,23,Returning UNC Student,Yes - Minor,Economics,"MATH 129P, MATH 231, MATH 232, MATH 233, MATH 381, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,Out-of-state,No,I am living in the United States,Section 1 - 3:30pm - Sync + Async,2,2,2,7,6,0,6,3,6,6,,,,4,3,6,7,7,A,7
380,24,Returning UNC Student,Yes - BA,Computer Science,"MATH 130, MATH 231, STOR 151, STOR 155",2-6 months,Yes,No,None,1 month or so,"Python, Java / C#",In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,3,2,1,7,3,2,7,5,6,5,4,4,7,5,6,6,7,7,A,7
381,22,Incoming Transfer Student,No,Economics,"MATH 129P, MATH 152, MATH 231, MATH 232, MATH 233, MATH 347, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,Out-of-state,No,I am living Internationally,Section 2 - 5:00pm - Async,1,2,1,7,7,1,7,7,7,6,7,7,5,5,5,5,7,7,B,6
382,23,Returning UNC Student,No,Psychology,"MATH 130, MATH 231, PSYC 210",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,6,4,5,7,2,1,5,5,6,5,,,,5,5,4,5,6,A,6
383,24,Returning UNC Student,No,Statistics,"MATH 129P, MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,In-state,No,I am living in the United States,Section 1 - 3:30pm - Sync + Async,5,3,4,6,5,2,5,5,6,5,7,4,5,5,5,5,5,7,A,6
384,21,Returning UNC Student,No,Psychology,"MATH 231, PSYC 210, PSYC 215, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,5,1,1,5,5,4,6,5,5,6,4,4,4,5,5,4,5,5,A,6
385,23,Returning UNC Student,No,Chemistry,"MATH 129P, MATH 231, STOR 151, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 2 - 5:00pm - Async,2,1,1,7,1,4,7,1,7,7,7,7,4,6,5,1,6,7,A,7
386,23,Returning UNC Student,No,Chemistry,"MATH 129P, MATH 231, STOR 151, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 2 - 5:00pm - Async,2,1,1,7,1,4,7,1,7,7,7,7,4,6,5,1,6,7,A,7
387,21,Returning UNC Student,No,Psychology,"MATH 231, PSYC 210",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,4,2,1,1,1,3,6,4,6,5,7,,7,4,6,4,4,6,B,4
388,23,Returning UNC Student,Yes - Minor,Environmental Science,"MATH 231, MATH 232",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,5,3,2,6,3,3,5,4,6,3,6,,,4,4,4,5,6,B,6
389,23,Returning UNC Student,No,Math,"MATH 231, MATH 232, MATH 233, MATH 347, MATH 381",Over 2 years,No,Yes,High school course (IB or other),2-6 months,"Python, Java / C#, R / Matlab / SAS",Out-of-state,Yes,I am living in the United States,Section 2 - 5:00pm - Async,3,5,5,6,5,0,6,6,6,5,,,6,5,5,5,6,7,A,6
390,24,Returning UNC Student,No,Statistics,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,6,4,4,4,3,4,4,4,5,5,3,,,6,5,3,4,7,A,5
391,24,Returning UNC Student,No,Undecided,"MATH 129P, MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,5,2,1,4,4,2,4,2,4,6,6,4,4,6,5,3,4,4,B,4
392,24,Incoming First-year Student,Yes - BS,Computer Science,"MATH 129P, MATH 130, MATH 231, MATH 232, MATH 381, PHIL 155 - Truth and Proof",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,1,1,1,1,3,5,3,4,5,1,7,7,1,6,6,4,7,7,B,4
393,24,Incoming First-year Student,No,BME,"MATH 129P, MATH 231, MATH 232, MATH 233, STOR 155",2-6 months,No,No,High school course (IB or other),1 month or so,"Python, C / C++",In-state,No,I am living in the United States,Section 2 - 5:00pm - Async,6,3,1,7,7,1,7,7,7,7,,,,5,4,5,6,7,A,7
394,23,Returning UNC Student,No,Biology,"MATH 129P, MATH 231, MATH 232, PSYC 210, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,2,2,1,3,3,3,5,5,6,2,6,,,5,6,3,6,7,B,6
395,23,Returning UNC Student,Yes - BS,Computer Science,"MATH 129P, MATH 231, STOR 155",2-6 months,No,No,Another college or community college,None to less than one month!,"Python, R / Matlab / SAS",In-state,No,I am living in the United States,Section 1 - 3:30pm - Sync + Async,7,1,1,7,5,1,6,6,7,5,7,,7,4,3,6,7,7,A,7
396,21,Returning UNC Student,No,Economics,"MATH 130, MATH 231, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,Out-of-state,Yes,I am living in the United States,Section 2 - 5:00pm - Async,1,1,1,7,2,5,7,4,7,4,7,,7,4,3,6,7,6,A,7
397,23,Returning UNC Student,No,Physics,"MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,5,2,2,6,6,0,7,7,7,6,,,,3,2,6,7,6,A,6
398,22,Returning UNC Student,No,Economics,"MATH 231, MATH 232, STOR 151, STOR 155",2-6 months,No,No,None,2-6 months,"Python, SQL",In-state,No,I am living in the United States,Section 1 - 3:30pm - Sync + Async,3,1,1,7,5,1,5,7,5,2,3,3,4,5,5,5,6,7,A,5
399,23,Returning UNC Student,No,Neuroscience,"MATH 231, MATH 232, STOR 155",2-6 months,No,No,UNC,1 month or so,"Python, Java / C#",In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,3,7,7,5,5,0,6,2,7,5,,,,5,4,6,7,7,B,6
400,24,Returning UNC Student,Yes - Minor,Health Policy And Management,"MATH 129P, MATH 231, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,5,4,3,7,7,0,2,2,7,7,4,,6,5,2,5,5,7,B,5
401,24,Current Freshman,Yes - BS,Computer Science,"MATH 231, MATH 232, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,5,3,2,6,5,1,6,5,5,6,4,4,4,3,2,6,7,6,A,6
402,23,Incoming Transfer Student,No,Statistics,"MATH 231, MATH 232, MATH 233, MATH 381, STOR 155",7-12 months,No,No,UNC,2-6 months,"Python, R / Matlab / SAS, HTML / CSS",In-state,Yes,I am living in the United States,Section 2 - 5:00pm - Async,4,4,2,7,4,1,6,4,4,4,5,,,4,5,3,7,7,A,6
403,24,Incoming First-year Student,Yes - Minor,BME,"MATH 129P, MATH 231, MATH 232, MATH 233",2-6 months,Yes,No,None,None to less than one month!,"Python, JavaScript / TypeScript",In-state,Yes,I am living in the United States,Section 2 - 5:00pm - Async,4,5,4,4,5,3,5,6,6,6,4,5,6,5,4,5,6,5,A,6
404,23,Returning UNC Student,Yes - BA,Computer Science,"MATH 129P, MATH 130, MATH 231, MATH 232, MATH 233",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,5,7,3,7,6,1,7,5,7,3,4,,5,3,3,6,7,7,A,7
405,24,Incoming First-year Student,Yes - BS,Computer Science,"MATH 231, MATH 232",2-6 months,No,No,High school course (IB or other),None to less than one month!,"Python, C / C++",In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,3,4,4,3,5,0,7,5,6,4,5,4,4,4,4,4,4,4,B,7
406,23,Returning UNC Student,No,Environmental Science,"MATH 231, MATH 232, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,5,5,4,7,2,2,7,4,7,5,5,,,6,6,4,6,5,B,5
407,24,Incoming First-year Student,No,Information Science,"MATH 130, MATH 231",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,4,4,3,4,3,1,5,3,6,3,,,,5,5,4,6,5,B,7
408,23,Returning UNC Student,No,Nutrition,"MATH 130, MATH 231, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 2 - 5:00pm - Async,2,1,1,7,5,1,7,6,6,4,5,,,6,7,4,7,7,B,6
409,22,Returning UNC Student,No,Neuroscience,"MATH 130, MATH 231, MATH 232, PSYC 210, STOR 151",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 2 - 5:00pm - Async,4,4,1,7,7,1,7,7,7,7,7,7,7,4,4,4,4,6,A,6
410,24,Incoming First-year Student,Yes - Minor,Computer Science,"MATH 130, STOR 151",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,2,4,5,2,3,2,6,6,5,6,6,,,4,5,5,5,5,B,5
411,24,Incoming First-year Student,Yes - Minor,Business,"MATH 129P, MATH 231",7-12 months,Yes,Yes,None,2-6 months,"Python, Java / C#, C / C++, JavaScript / TypeScript, HTML / CSS",In-state,Yes,I am living in the United States,Section 2 - 5:00pm - Async,2,1,1,7,4,0,7,7,7,7,,,5,4,5,5,7,7,A,7
412,24,Incoming First-year Student,No,Business,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, STOR 112, STOR 113, STOR 151, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,Out-of-state,No,I am living in the United States,Section 1 - 3:30pm - Sync + Async,6,4,2,2,5,0,7,7,7,5,,,,6,5,6,6,5,A,6
413,24,Returning UNC Student,No,Statistics,"MATH 130, MATH 231, MATH 232, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,2,7,7,6,5,2,5,3,7,6,4,,,5,6,4,2,5,B,7
414,24,Incoming First-year Student,No,Math,"MATH 129P, MATH 130, MATH 231, MATH 232, MATH 233, MATH 381",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,2,2,2,6,6,0,6,6,7,5,,,,4,3,6,7,7,A,6
415,23,Returning UNC Student,Yes - Minor,Business,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, PSYC 210, STOR 112, STOR 113, STOR 120, STOR 151, STOR 155",1-2 years,No,Yes,High school course (IB or other),1 month or so,"Python, Java / C#, C / C++, JavaScript / TypeScript",In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,7,2,2,5,4,0,7,7,7,7,4,4,6,5,3,7,7,7,A,7
416,23,Returning UNC Student,No,Psychology,MATH 231,None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,6,5,3,7,4,4,5,4,3,3,6,4,4,6,7,1,5,2,C,1
417,24,Incoming First-year Student,Yes - BS,Computer Science,MATH 231,None to less than one month!,No,No,None,None to less than one month!,None,Out-of-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,5,6,4,6,1,2,4,4,7,2,5,2,6,5,6,2,6,6,B,3
418,23,Returning UNC Student,No,Economics,"MATH 233, MATH 381",None to less than one month!,No,No,None,None to less than one month!,None,Out-of-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,4,2,2,6,4,1,6,5,5,4,6,4,6,4,4,6,6,6,A,6
419,21,Returning UNC Student,No,Biology,"MATH 129P, MATH 231, STOR 155",2-6 months,No,No,UNC,None to less than one month!,"Python, R / Matlab / SAS, Other",In-state,Yes,I am living in the United States,Section 2 - 5:00pm - Async,1,2,2,5,3,1,7,7,7,3,5,2,2,4,3,6,6,7,B,7
420,22,Incoming Transfer Student,Yes - BA,Economics,"MATH 129P, MATH 130, MATH 231, STOR 113",2-6 months,No,No,On-line course,2-6 months,"Python, HTML / CSS",In-state,Yes,I am living in the United States,Section 2 - 5:00pm - Async,3,7,7,7,2,5,4,7,4,5,7,7,4,7,6,1,7,7,C,4
421,23,Returning UNC Student,No,Business,"MATH 231, MATH 232, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,4,1,1,5,3,1,4,2,7,2,7,7,5,4,6,3,5,6,B,5
422,23,Returning UNC Student,No,Economics,"MATH 231, MATH 232, MATH 233, STOR 151",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,4,2,1,7,5,0,5,3,5,2,,,6,5,4,3,6,7,B,6
423,24,Incoming First-year Student,Yes - BA,Neuroscience,"MATH 129P, MATH 231",None to less than one month!,No,No,None,None to less than one month!,None,In-state,No,I am living in the United States,Section 2 - 5:00pm - Async,3,7,7,3,5,2,6,3,6,3,,,,5,5,5,7,7,A,7
424,24,Incoming First-year Student,Yes - Minor,Statistics,"MATH 129P, MATH 130, MATH 231, STOR 120",7-12 months,Yes,No,UNC,None to less than one month!,Python,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,5,3,3,5,6,1,7,5,6,5,,,7,4,5,4,5,7,A,6
425,22,Returning UNC Student,No,Biology,"MATH 129P, MATH 231, MATH 232, STOR 155",2-6 months,No,No,High school course (IB or other),None to less than one month!,Python,In-state,Yes,I am living in the United States,Section 2 - 5:00pm - Async,2,4,4,4,4,1,5,5,5,5,5,5,5,5,4,5,5,5,A,5
426,23,Returning UNC Student,Yes - BA,Statistics,"MATH 129P, MATH 231, MATH 232, STOR 155",1-2 years,No,No,Another college or community college,None to less than one month!,"Python, Java / C#, R / Matlab / SAS",In-state,Yes,I am living in the United States,Section 2 - 5:00pm - Async,2,2,2,4,6,0,7,5,7,3,,,,6,4,5,6,7,C,6
427,24,Returning UNC Student,No,Neuroscience,"MATH 129P, MATH 231, MATH 232, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,In-state,No,I am living in the United States,Section 1 - 3:30pm - Sync + Async,5,3,3,7,3,0,7,7,7,6,,,7,4,4,4,5,6,A,6
428,24,Returning UNC Student,Yes - BS,Computer Science,"MATH 129P, MATH 231, STOR 155",Over 2 years,Yes,Yes,High school course (IB or other),1-2 years,"Python, Java / C#, C / C++, HTML / CSS, SQL",In-state,No,I am living in the United States,Section 1 - 3:30pm - Sync + Async,1,1,1,7,7,0,7,4,7,1,,,,3,2,6,7,7,A,7
429,24,Incoming First-year Student,No,Undecided,"MATH 129P, MATH 231, MATH 232",None to less than one month!,No,No,None,None to less than one month!,None,In-state,No,I am living in the United States,Section 1 - 3:30pm - Sync + Async,7,5,5,4,4,2,4,4,5,5,5,4,4,4,5,4,5,5,B,7
430,24,Incoming First-year Student,Yes - BS,Computer Science,MATH 231,None to less than one month!,No,No,None,None to less than one month!,None,In-state,No,I am living in the United States,Section 1 - 3:30pm - Sync + Async,3,4,3,6,5,0,7,5,7,5,,,6,5,5,5,6,7,A,7
431,24,Incoming First-year Student,No,Statistics,"MATH 129P, MATH 231, MATH 232, MATH 233",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 2 - 5:00pm - Async,3,1,1,5,5,2,6,5,7,5,7,7,7,5,6,5,5,5,A,5
432,24,Incoming First-year Student,Yes - BS,Computer Science,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, MATH 233, STOR 155",2-6 months,No,No,On-line course,2-6 months,"Python, Java / C#",In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,6,4,3,6,4,0,6,5,7,7,,,,5,5,5,7,7,A,7
433,24,Returning UNC Student,No,Biology,"MATH 129P, MATH 231, MATH 232",None to less than one month!,No,No,None,None to less than one month!,None,In-state,No,I am living in the United States,Section 2 - 5:00pm - Async,1,5,6,7,3,2,7,7,7,5,6,,,6,5,5,5,6,C,7
434,22,Returning UNC Student,No,Political Science,"MATH 231, STOR 151",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,5,6,4,5,3,1,2,5,3,3,4,4,5,6,6,2,3,5,D,4
435,21,Returning UNC Student,No,Psychology,"MATH 130, MATH 231, PSYC 210",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 2 - 5:00pm - Async,1,1,1,6,2,1,5,4,5,1,,6,,6,5,3,5,6,A,6
436,24,Returning UNC Student,No,Neuroscience,"MATH 129P, MATH 130, MATH 231, MATH 232, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 2 - 5:00pm - Async,2,4,4,3,3,2,2,3,5,2,6,4,7,6,5,2,2,3,B,2
437,21,Returning UNC Student,No,Psychology,"MATH 129P, MATH 231, PSYC 210, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,2,7,6,7,3,0,7,5,5,5,,,,4,5,4,2,2,A,4
438,24,Incoming First-year Student,Yes - BS,Computer Science,"MATH 231, MATH 232, MATH 233, STOR 151",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,6,1,2,7,1,1,7,7,7,4,7,,,4,3,6,7,7,A,7
439,24,Incoming First-year Student,Yes - Minor,Biostatistics,"MATH 231, MATH 232, MATH 233, MATH 347, STOR 155",2-6 months,No,Yes,High school course (IB or other),None to less than one month!,"Python, Java / C#",Out-of-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,2,1,1,5,3,2,7,4,6,5,5,,,5,4,5,5,6,A,7
440,23,Returning UNC Student,No,Nursing,"MATH 130, MATH 231, STOR 155",2-6 months,No,No,None,2-6 months,"Python, Other ",In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,7,5,3,7,5,3,5,4,5,2,6,3,6,7,7,3,2,3,B,5
441,23,Returning UNC Student,No,Economics,"MATH 231, STOR 113, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,7,4,2,7,3,1,7,7,7,7,4,4,4,5,5,5,7,4,A,7
442,23,Returning UNC Student,No,Biology,"MATH 231, MATH 232, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 2 - 5:00pm - Async,3,6,3,4,4,1,3,5,3,2,4,5,4,6,5,3,5,5,B,5
443,23,Returning UNC Student,Yes - BA,Computer Science,"MATH 129P, MATH 231",None to less than one month!,No,No,None,None to less than one month!,None,In-state,No,I am living in the United States,Section 1 - 3:30pm - Sync + Async,3,2,2,7,6,1,5,3,7,5,7,5,5,6,5,6,7,7,B,7
444,24,Incoming First-year Student,Yes - Minor,Biology,"MATH 130, MATH 231",None to less than one month!,No,No,None,None to less than one month!,None,Out-of-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,7,1,2,6,4,1,6,4,6,3,4,,6,5,6,4,7,7,B,6
445,21,Returning UNC Student,No,Psychology,"MATH 231, PSYC 210",None to less than one month!,No,No,None,None to less than one month!,None,Out-of-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,5,3,2,6,4,2,7,7,7,4,7,7,7,4,6,3,4,5,A,4
446,22,Returning UNC Student,Yes - BA,Computer Science,"MATH 231, STOR 120, STOR 151, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 2 - 5:00pm - Async,3,7,6,6,6,2,6,6,7,5,4,4,5,6,5,5,6,7,B,7
447,24,Incoming First-year Student,No,Statistics,"MATH 231, STOR 151",2-6 months,Yes,No,High school course (IB or other),None to less than one month!,Java / C#,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,5,4,3,5,3,0,2,1,3,1,,,,4,5,3,2,1,B,5
448,24,Returning UNC Student,Yes - Minor,Biostatistics,"MATH 130, MATH 231, MATH 232, MATH 233",2-6 months,No,No,UNC,None to less than one month!,"Python, HTML / CSS",In-state,No,I am living in the United States,Section 2 - 5:00pm - Async,7,4,2,5,4,2,7,6,7,7,7,6,6,4,4,5,6,6,A,7
449,23,Returning UNC Student,No,Public Health,"MATH 231, MATH 232, MATH 233, MATH 381, STOR 155",2-6 months,No,Yes,On-line course,2-6 months,"Python, Java / C#",In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,2,5,5,3,4,1,4,5,5,3,4,4,4,6,6,3,4,6,C,4
450,23,Returning UNC Student,No,Statistics,"MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,In-state,No,I am living in the United States,Section 2 - 5:00pm - Async,1,1,1,7,3,1,7,6,5,3,6,,5,5,4,5,6,7,A,7
451,23,Returning UNC Student,No,Chemistry,"MATH 231, MATH 232, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,4,4,3,6,5,1,6,6,6,6,6,4,6,4,3,5,5,6,B,6
452,24,Returning UNC Student,No,Economics,"MATH 129P, MATH 130, MATH 231, MATH 232, MATH 233, MATH 347, MATH 381, STOR 120",2-6 months,Yes,No,High school course (IB or other),None to less than one month!,"Python, HTML / CSS",In-state,No,I am living in the United States,Section 2 - 5:00pm - Async,3,5,4,3,3,3,4,3,5,3,,,5,5,6,2,4,6,B,4
453,23,Returning UNC Student,No,Psychology,"MATH 130, MATH 231, PSYC 210",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,6,1,1,7,1,1,2,1,1,1,2,2,5,7,7,1,1,1,C,1
454,24,Incoming First-year Student,No,Biology,"MATH 129P, MATH 130, MATH 231, MATH 232, STOR 151",None to less than one month!,No,No,None,None to less than one month!,None,Out-of-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,5,6,6,7,6,1,3,7,7,2,7,5,7,5,5,5,5,5,B,6
455,24,Incoming First-year Student,Yes - BS,Computer Science,"MATH 129P, MATH 130, MATH 231, MATH 232, MATH 233",2-6 months,No,No,UNC,1 month or so,"Python, JavaScript / TypeScript",In-state,Yes,I am living in the United States,Section 2 - 5:00pm - Async,3,1,1,5,7,0,6,4,5,5,,,,6,3,7,7,7,A,7
456,24,Incoming First-year Student,Yes - BA,Computer Science,"MATH 129P, MATH 130, MATH 231",2-6 months,Yes,No,High school course (IB or other),None to less than one month!,"Python, JavaScript / TypeScript",In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,4,6,5,7,3,4,7,3,5,7,7,7,7,7,6,4,7,7,B,5
457,22,Returning UNC Student,No,Psychology,"MATH 231, PSYC 210, STOR 155",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 2 - 5:00pm - Async,2,5,7,7,6,0,5,1,7,4,4,4,4,7,4,5,5,6,B,5
458,24,Incoming First-year Student,Yes - BS,Computer Science,"MATH 231, MATH 232, MATH 233",Over 2 years,Yes,Yes,High school course (IB or other),1 month or so,"Python, Java / C#",In-state,No,I am living in the United States,Section 1 - 3:30pm - Sync + Async,6,2,2,2,7,0,6,7,7,7,,,7,4,2,6,7,7,B,7
459,23,Returning UNC Student,No,Neuroscience,"MATH 231, MATH 232, PSYC 210",1-2 years,No,No,High school course (IB or other),1-2 years,"Python, R / Matlab / SAS, Other",In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,3,7,7,5,3,5,4,4,4,2,7,,5,7,6,2,5,7,B,4
460,24,Returning UNC Student,No,Math,"MATH 232, MATH 233, MATH 381",Over 2 years,No,No,None,> 2 years,"Python, Java / C#, C / C++, JavaScript / TypeScript, LISP / Scheme / Racket, BASIC, HTML / CSS, Bash",In-state,Yes,I am living in the United States,Section 2 - 5:00pm - Async,1,1,1,1,7,0,3,3,7,4,,,,4,3,6,3,6,A,6
461,24,Returning UNC Student,No,Music,"MATH 129P, MATH 130, MATH 210, MATH 231, STOR 120",2-6 months,No,No,UNC,None to less than one month!,Python,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,3,7,7,6,3,1,7,7,7,5,,,,4,4,4,5,7,B,7
462,21,Returning UNC Student,No,Psychology,"MATH 129P, MATH 231, PSYC 210",None to less than one month!,No,No,None,None to less than one month!,None,In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,6,2,2,5,2,2,7,6,7,6,6,5,,4,4,6,7,6,A,6
463,24,Incoming First-year Student,No,Physics,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, MATH 233",2-6 months,No,No,High school course (IB or other),None to less than one month!,"Python, JavaScript / TypeScript, HTML / CSS",In-state,Yes,I am living in the United States,Section 1 - 3:30pm - Sync + Async,5,5,2,2,5,0,7,5,5,5,4,4,4,6,5,5,6,7,B,5
